timestamp,transaction_type,amount,origin_balance_before,origin_balance_after,destination_balance_before,destination_balance_after,transactions_last_hour,is_foreign,new_device,is_fraud
2025-03-12 03:45:26.078763,DEBIT,300.54,2958.26,2657.72,547.15,847.69,0,1,0,0.0
2025-03-08 11:45:26.078765,CASH_IN,178.75,161.87,-16.88,1470.15,1648.9,2,0,0,0.0
2025-03-09 14:45:26.078767,PAYMENT,682.74,3194.45,2511.71,2327.9,3010.64,1,0,1,0.0
2025-03-06 05:45:26.078769,DEBIT,398.66,790.74,392.08,1846.27,2244.93,0,0,0,0.0
2025-03-25 23:45:26.078771,TRANSFER,685.71,2407.47,1721.76,403.73,1089.44,0,0,0,0.0
2025-03-18 20:45:26.078773,DEBIT,166.51,340.7,174.19,391.79,558.3,0,0,0,0.0
2025-03-24 01:45:26.078776,TRANSFER,300.43,2680.04,2379.61,672.57,973.0,0,1,0,0.0
2025-03-04 00:45:26.078778,DEBIT,433.65,1544.63,1110.98,1946.47,2380.12,1,0,0,0.0
2025-03-11 06:45:26.078780,TRANSFER,461.64,2699.3,2237.66,263.48,725.12,1,0,0,0.0
2025-03-27 08:45:26.078782,TRANSFER,726.31,1182.2,455.89,2306.0,3032.31,2,0,0,0.0
2025-03-11 04:45:26.078785,PAYMENT,370.85,2834.09,2463.24,2368.95,2739.8,0,0,1,0.0
2025-03-03 20:45:26.078787,DEBIT,5496.48,3270.35,21.54,0.0,2490.21,8,1,1,1.0
2025-03-23 00:45:26.078789,TRANSFER,5445.8,2179.59,47.39,0.0,2586.39,3,0,1,1.0
2025-03-07 13:45:26.078791,TRANSFER,467.94,1280.69,812.75,2722.25,3190.19,2,0,0,0.0
2025-02-26 03:45:26.078793,TRANSFER,214.61,1649.46,1434.85,2880.07,3094.68,0,1,0,0.0
2025-03-10 16:45:26.078795,CASH_OUT,727.06,103.6,-623.46,1176.79,1903.85,2,0,0,0.0
2025-03-04 06:45:26.078797,CASH_IN,886.44,2304.38,4.12,0.0,2568.36,7,0,1,1.0
2025-03-20 16:45:26.078799,DEBIT,493.62,2934.44,2440.82,2084.43,2578.05,0,0,0,0.0
2025-03-19 00:45:26.078802,PAYMENT,483.82,4349.4,3865.58,1855.1,2338.92,0,0,1,0.0
2025-03-16 04:45:26.078804,CASH_OUT,437.87,3962.47,3524.6,2067.64,2505.51,1,1,0,0.0
2025-03-16 03:45:26.078806,CASH_IN,383.2,534.02,150.82,1121.4,1504.6,1,0,0,0.0
2025-03-08 10:45:26.078808,TRANSFER,1425.31,2318.16,37.39,0.0,1630.06,9,1,1,1.0
2025-03-08 04:45:26.078810,TRANSFER,14.92,1800.52,1785.6,773.28,788.2,1,1,0,0.0
2025-03-16 22:45:26.078813,TRANSFER,921.14,3826.99,2905.85,693.75,1614.89,1,0,0,0.0
2025-02-26 04:45:26.078815,PAYMENT,352.48,936.24,583.76,482.2,834.68,0,0,0,0.0
2025-03-15 02:45:26.078817,PAYMENT,461.57,3317.12,2855.55,2783.52,3245.09,0,0,0,0.0
2025-02-25 10:45:26.078819,CASH_OUT,2878.69,519.45,3.24,0.0,1306.12,3,1,1,1.0
2025-03-13 08:45:26.078821,CASH_IN,828.68,1841.03,1012.35,1822.58,2651.26,0,0,0,0.0
2025-03-25 05:45:26.078823,TRANSFER,4421.46,673.23,32.06,0.0,2585.21,9,0,1,1.0
2025-03-18 09:45:26.078825,CASH_IN,2368.02,947.56,32.78,0.0,3654.55,6,1,1,1.0
2025-03-19 14:45:26.078828,PAYMENT,452.9,643.37,190.47,1589.65,2042.55,0,0,0,0.0
2025-03-11 14:45:26.078830,PAYMENT,162.96,1613.73,1450.77,782.94,945.9,1,0,0,0.0
2025-03-06 21:45:26.078832,PAYMENT,66.92,4139.25,4072.33,3277.08,3344.0,0,1,0,0.0
2025-03-25 17:45:26.078834,DEBIT,32.19,368.97,336.78,901.49,933.68,1,0,0,0.0
2025-03-20 21:45:26.078837,CASH_IN,261.25,1091.41,830.16,2000.68,2261.93,1,0,0,0.0
2025-03-26 19:45:26.078839,TRANSFER,127.26,160.52,33.26,2097.25,2224.51,0,0,0,0.0
2025-03-24 17:45:26.078841,CASH_IN,823.65,3732.92,2909.27,9.6,833.25,0,0,0,0.0
2025-03-05 17:45:26.078843,CASH_IN,626.93,1309.31,682.38,2604.56,3231.49,1,0,0,0.0
2025-03-13 02:45:26.078846,PAYMENT,2765.23,1492.45,13.02,0.0,3549.26,7,1,1,1.0
2025-03-22 01:45:26.078848,CASH_IN,832.82,1478.4,645.58,139.55,972.37,0,0,0,0.0
2025-02-28 10:45:26.078850,TRANSFER,178.65,925.86,747.21,1535.45,1714.1,1,0,0,0.0
2025-03-07 18:45:26.078852,PAYMENT,254.01,199.91,-54.1,3107.85,3361.86,1,0,0,0.0
2025-03-24 19:45:26.078854,CASH_IN,80.14,572.33,492.19,450.43,530.57,0,1,0,0.0
2025-03-21 15:45:26.078856,CASH_IN,732.31,2924.03,2191.72,2254.28,2986.59,0,0,0,0.0
2025-03-06 15:45:26.078858,PAYMENT,256.9,1748.87,1491.97,0.98,257.88,0,0,0,0.0
2025-03-02 17:45:26.078861,TRANSFER,504.71,2811.96,2307.25,1116.6,1621.31,0,0,0,0.0
2025-03-11 02:45:26.078863,PAYMENT,800.77,2514.65,1713.88,1246.66,2047.43,1,0,0,0.0
2025-02-27 07:45:26.078865,PAYMENT,911.26,722.33,-188.93,86.24,997.5,0,0,0,0.0
2025-03-09 23:45:26.078867,TRANSFER,4643.34,1524.54,33.34,0.0,898.42,9,0,1,1.0
2025-03-15 09:45:26.078869,PAYMENT,615.27,3745.79,3130.52,1412.8,2028.07,0,0,0,0.0
2025-03-11 15:45:26.078871,CASH_OUT,228.84,394.22,165.38,3152.15,3380.99,0,0,0,0.0
2025-03-07 00:45:26.078874,PAYMENT,1005.01,1172.03,167.02,2077.18,3082.19,2,1,0,0.0
2025-03-17 19:45:26.078876,PAYMENT,450.15,6141.58,5691.43,466.99,917.14,1,0,0,0.0
2025-03-25 17:45:26.078878,TRANSFER,524.09,2488.85,1964.76,2058.85,2582.94,1,0,1,0.0
2025-03-26 06:45:26.078880,PAYMENT,377.94,1613.01,1235.07,1549.21,1927.15,0,0,1,0.0
2025-03-21 19:45:26.078883,DEBIT,859.77,1284.41,424.64,740.32,1600.09,0,0,0,0.0
2025-03-19 01:45:26.078885,CASH_OUT,4318.32,2559.59,16.75,0.0,1535.18,5,0,1,1.0
2025-03-26 01:45:26.078887,DEBIT,728.28,3027.36,2299.08,2097.07,2825.35,2,0,0,0.0
2025-03-25 10:45:26.078889,PAYMENT,606.19,1233.64,627.45,386.4,992.59,0,0,0,0.0
2025-03-06 11:45:26.078891,TRANSFER,433.88,1350.9,917.02,723.67,1157.55,0,1,0,0.0
2025-03-10 11:45:26.078893,CASH_IN,778.84,502.93,-275.91,125.46,904.3,0,1,0,0.0
2025-03-03 12:45:26.078896,PAYMENT,603.59,1769.23,1165.64,541.0,1144.59,1,0,1,0.0
2025-03-23 07:45:26.078898,TRANSFER,211.71,2113.35,1901.64,1895.22,2106.93,0,1,0,0.0
2025-02-26 22:45:26.078900,TRANSFER,203.24,555.19,351.95,1558.52,1761.76,0,0,0,0.0
2025-03-04 15:45:26.078902,CASH_IN,4730.39,1692.82,49.47,0.0,2850.08,8,1,1,1.0
2025-03-01 21:45:26.078904,PAYMENT,772.24,1892.24,1120.0,1204.26,1976.5,1,0,0,0.0
2025-03-08 04:45:26.078907,CASH_IN,991.83,725.23,-266.6,1176.11,2167.94,2,1,1,0.0
2025-02-28 15:45:26.078909,DEBIT,33.16,1198.26,1165.1,1371.69,1404.85,1,0,0,0.0
2025-03-27 05:45:26.078911,DEBIT,507.7,910.25,402.55,465.91,973.61,0,1,0,0.0
2025-03-18 08:45:26.078913,CASH_IN,646.89,2696.45,2049.56,673.94,1320.83,0,0,0,0.0
2025-03-06 11:45:26.078916,DEBIT,588.7,2010.3,1421.6,1474.45,2063.15,1,0,0,0.0
2025-03-10 20:45:26.078918,DEBIT,802.8,286.57,-516.23,1884.86,2687.66,0,0,0,0.0
2025-03-11 01:45:26.078920,PAYMENT,696.66,3432.57,2735.91,1916.81,2613.47,0,0,1,0.0
2025-03-18 19:45:26.078922,TRANSFER,204.35,50.94,-153.41,865.43,1069.78,0,1,0,0.0
2025-03-26 19:45:26.078924,PAYMENT,195.56,569.36,373.8,743.71,939.27,1,0,0,0.0
2025-03-04 08:45:26.078927,TRANSFER,593.74,1632.27,1038.53,335.55,929.29,0,0,0,0.0
2025-03-08 05:45:26.078929,CASH_OUT,2593.0,1624.67,5.9,0.0,2290.11,4,1,1,1.0
2025-02-26 15:45:26.078931,CASH_OUT,543.03,2109.18,1566.15,982.77,1525.8,0,0,0,0.0
2025-03-03 11:45:26.078934,PAYMENT,26.62,228.02,201.4,749.63,776.25,0,0,0,0.0
2025-03-17 09:45:26.078936,CASH_IN,185.85,3339.62,3153.77,5300.61,5486.46,0,0,0,0.0
2025-03-03 22:45:26.078938,TRANSFER,5321.58,4572.11,13.36,0.0,945.25,10,1,1,1.0
2025-03-23 10:45:26.078940,CASH_OUT,1891.76,1967.53,45.06,0.0,1875.59,5,0,1,1.0
2025-03-07 05:45:26.078942,PAYMENT,2627.29,2474.02,27.46,0.0,2609.69,5,1,1,1.0
2025-03-10 11:45:26.078944,DEBIT,4034.22,1172.71,0.69,0.0,2749.1,9,1,1,1.0
2025-03-17 19:45:26.078946,PAYMENT,1376.08,1347.67,6.37,0.0,2333.46,4,0,1,1.0
2025-02-28 03:45:26.078948,PAYMENT,375.73,956.01,580.28,1926.42,2302.15,0,0,0,0.0
2025-03-20 07:45:26.078950,DEBIT,343.14,712.84,369.7,1103.57,1446.71,0,0,0,0.0
2025-03-04 21:45:26.078953,DEBIT,606.62,1013.75,407.13,1513.25,2119.87,0,0,0,0.0
2025-03-25 22:45:26.078955,CASH_OUT,731.87,1163.43,431.56,712.79,1444.66,1,0,0,0.0
2025-03-05 13:45:26.078957,PAYMENT,55.92,182.4,126.48,609.53,665.45,0,0,0,0.0
2025-03-20 18:45:26.078959,DEBIT,498.34,1269.1,770.76,81.89,580.23,1,0,0,0.0
2025-02-26 07:45:26.078961,PAYMENT,760.8,437.48,-323.32,2445.08,3205.88,0,0,0,0.0
2025-03-17 07:45:26.078963,PAYMENT,56.44,3182.5,3126.06,2824.61,2881.05,2,0,0,0.0
2025-03-23 20:45:26.078966,CASH_OUT,480.68,2495.49,2014.81,795.37,1276.05,0,0,0,0.0
2025-03-03 08:45:26.078968,CASH_IN,135.26,2497.55,2362.29,1407.02,1542.28,1,0,1,0.0
2025-02-27 00:45:26.078970,TRANSFER,307.53,3465.18,3157.65,3419.75,3727.28,0,1,0,0.0
2025-03-04 05:45:26.078972,TRANSFER,251.51,760.58,509.07,2846.26,3097.77,2,0,0,0.0
2025-03-03 12:45:26.078974,DEBIT,3961.7,2404.68,19.1,0.0,3487.09,6,0,1,1.0
2025-02-28 12:45:26.078976,TRANSFER,393.25,3605.33,3212.08,1823.2,2216.45,0,0,0,0.0
2025-03-26 06:45:26.078978,CASH_OUT,1315.42,655.76,6.78,0.0,1004.42,9,1,1,1.0
2025-03-01 14:45:26.078980,CASH_IN,598.48,1043.76,445.28,881.56,1480.04,0,0,0,0.0
2025-03-04 06:45:26.078982,DEBIT,187.31,963.96,776.65,1782.26,1969.57,1,0,0,0.0
2025-03-13 06:45:26.078984,CASH_OUT,158.83,3434.78,3275.95,2026.24,2185.07,0,0,0,0.0
2025-03-13 15:45:26.078987,CASH_OUT,953.1,570.4,-382.7,337.34,1290.44,0,0,0,0.0
2025-02-28 18:45:26.078989,DEBIT,1042.6,1302.35,259.75,2995.36,4037.96,0,0,0,0.0
2025-03-06 08:45:26.078991,PAYMENT,322.38,830.46,508.08,3189.03,3511.41,0,0,0,0.0
2025-03-12 22:45:26.078993,CASH_OUT,820.21,1714.47,894.26,2452.7,3272.91,1,0,0,0.0
2025-03-07 17:45:26.078995,DEBIT,606.81,427.25,-179.56,3304.25,3911.06,0,0,0,0.0
2025-03-17 19:45:26.078997,DEBIT,75.85,224.69,148.84,2265.9,2341.75,0,1,0,0.0
2025-03-19 12:45:26.078999,CASH_IN,1244.98,1338.73,28.66,0.0,2050.54,8,1,1,1.0
2025-03-18 01:45:26.079001,DEBIT,965.33,1594.39,629.06,1561.46,2526.79,0,0,0,0.0
2025-03-11 09:45:26.079003,PAYMENT,71.96,3674.72,3602.76,1119.67,1191.63,0,1,1,0.0
2025-03-11 17:45:26.079005,PAYMENT,1184.3,2099.39,915.09,1493.76,2678.06,2,1,1,0.0
2025-03-15 15:45:26.079007,DEBIT,328.59,242.43,-86.16,250.97,579.56,1,0,0,0.0
2025-03-01 01:45:26.079010,DEBIT,974.24,902.48,-71.76,1399.68,2373.92,0,0,0,0.0
2025-03-01 06:45:26.079012,CASH_OUT,408.33,3070.24,2661.91,97.98,506.31,0,0,0,0.0
2025-03-16 15:45:26.079014,CASH_OUT,739.97,1364.28,624.31,539.01,1278.98,0,0,0,0.0
2025-03-12 11:45:26.079016,CASH_IN,4886.09,360.34,28.52,0.0,3892.77,3,1,1,1.0
2025-02-25 20:45:26.079018,PAYMENT,2903.28,2123.49,37.95,0.0,3835.59,8,1,1,1.0
2025-03-08 10:45:26.079020,CASH_IN,324.69,815.17,490.48,495.32,820.01,1,0,0,0.0
2025-03-10 07:45:26.079022,PAYMENT,242.78,2717.22,2474.44,2544.13,2786.91,1,0,0,0.0
2025-02-28 09:45:26.079024,CASH_IN,475.64,2544.45,2068.81,793.95,1269.59,0,0,0,0.0
2025-03-14 04:45:26.079026,PAYMENT,651.94,278.93,3.82,0.0,813.22,8,1,1,1.0
2025-02-27 05:45:26.079029,CASH_IN,571.78,4677.45,4105.67,3170.77,3742.55,1,0,1,0.0
2025-03-18 01:45:26.079031,TRANSFER,253.76,1815.58,1561.82,186.74,440.5,1,0,0,0.0
2025-03-17 16:45:26.079033,CASH_OUT,824.81,1995.66,1170.85,644.77,1469.58,1,0,0,0.0
2025-02-26 22:45:26.079035,CASH_OUT,328.97,2570.83,2241.86,701.39,1030.36,0,0,0,0.0
2025-02-27 18:45:26.079037,DEBIT,22.68,1897.41,1874.73,777.68,800.36,0,0,0,0.0
2025-03-11 20:45:26.079039,TRANSFER,920.27,3559.75,2639.48,1052.28,1972.55,0,0,0,0.0
2025-02-27 10:45:26.079041,CASH_OUT,555.01,2085.59,1530.58,564.86,1119.87,0,0,0,0.0
2025-03-02 02:45:26.079043,CASH_IN,508.74,1780.73,1271.99,1921.52,2430.26,0,1,1,0.0
2025-03-07 18:45:26.079045,TRANSFER,828.32,1873.03,1044.71,3775.71,4604.03,0,0,0,0.0
2025-03-17 17:45:26.079047,PAYMENT,761.47,2752.62,1991.15,1861.93,2623.4,0,0,0,0.0
2025-02-26 14:45:26.079050,TRANSFER,271.44,1152.27,880.83,1234.49,1505.93,1,1,0,0.0
2025-03-22 17:45:26.079052,PAYMENT,365.07,1857.66,1492.59,2301.79,2666.86,1,0,0,0.0
2025-03-06 17:45:26.079054,CASH_OUT,166.11,2050.06,1883.95,1589.91,1756.02,1,0,0,0.0
2025-03-09 00:45:26.079056,PAYMENT,60.66,2448.93,2388.27,1568.52,1629.18,0,1,1,0.0
2025-03-03 22:45:26.079058,TRANSFER,673.58,2763.95,2090.37,1401.22,2074.8,0,0,0,0.0
2025-03-16 06:45:26.079060,DEBIT,617.66,3017.15,2399.49,1761.07,2378.73,0,0,1,0.0
2025-03-06 04:45:26.079062,CASH_IN,728.25,2551.15,1822.9,1007.04,1735.29,1,1,0,0.0
2025-03-11 08:45:26.079064,PAYMENT,884.48,2445.08,1560.6,453.93,1338.41,3,0,0,0.0
2025-03-11 07:45:26.079066,CASH_IN,732.34,4267.18,3534.84,3718.5,4450.84,0,0,0,0.0
2025-03-22 17:45:26.079068,PAYMENT,759.04,1806.42,1047.38,2135.98,2895.02,0,0,0,0.0
2025-03-01 21:45:26.079071,DEBIT,123.39,1858.05,1734.66,658.12,781.51,0,0,0,0.0
2025-03-01 09:45:26.079073,PAYMENT,407.9,894.28,486.38,1921.38,2329.28,0,0,1,0.0
2025-03-24 01:45:26.079075,DEBIT,789.37,998.11,208.74,144.03,933.4,0,0,0,0.0
2025-02-26 07:45:26.079077,PAYMENT,149.54,2559.41,2409.87,1956.51,2106.05,1,0,0,0.0
2025-03-22 17:45:26.079079,DEBIT,527.5,1056.22,528.72,2391.03,2918.53,0,0,0,0.0
2025-03-27 08:45:26.079081,TRANSFER,655.84,1014.48,358.64,2739.53,3395.37,1,0,0,0.0
2025-02-28 16:45:26.079083,CASH_IN,5788.53,1759.72,25.37,0.0,2815.42,6,0,1,1.0
2025-03-18 06:45:26.079085,CASH_OUT,610.64,1717.79,1107.15,1272.06,1882.7,0,0,0,0.0
2025-03-03 20:45:26.079087,PAYMENT,679.67,1527.25,847.58,2729.07,3408.74,1,0,0,0.0
2025-03-18 01:45:26.079089,CASH_OUT,554.22,2076.0,1521.78,837.59,1391.81,0,0,0,0.0
2025-03-11 09:45:26.079091,PAYMENT,61.12,468.95,407.83,1857.9,1919.02,0,0,1,0.0
2025-03-10 15:45:26.079093,PAYMENT,652.09,3360.72,2708.63,624.59,1276.68,1,0,0,0.0
2025-02-28 20:45:26.079095,DEBIT,585.42,2522.8,1937.38,1775.73,2361.15,0,0,0,0.0
2025-03-22 00:45:26.079098,PAYMENT,65.08,3736.66,3671.58,3292.98,3358.06,0,0,0,0.0
2025-03-25 05:45:26.079100,TRANSFER,913.92,1040.6,126.68,2427.42,3341.34,1,0,1,0.0
2025-02-26 22:45:26.079102,DEBIT,660.15,2517.78,1857.63,2606.47,3266.62,0,0,0,0.0
2025-02-27 10:45:26.079104,DEBIT,85.9,930.48,844.58,2836.44,2922.34,1,0,0,0.0
2025-02-25 20:45:26.079106,CASH_OUT,254.83,622.38,367.55,1415.84,1670.67,0,0,0,0.0
2025-03-10 02:45:26.079108,PAYMENT,330.78,185.72,-145.06,452.37,783.15,0,0,0,0.0
2025-03-17 03:45:26.079110,CASH_OUT,330.57,2262.32,1931.75,724.31,1054.88,1,0,1,0.0
2025-03-09 03:45:26.079112,PAYMENT,587.92,215.85,-372.07,199.16,787.08,1,0,0,0.0
2025-03-18 23:45:26.079114,PAYMENT,207.09,1216.46,1009.37,1640.41,1847.5,0,0,0,0.0
2025-03-19 18:45:26.079116,TRANSFER,7872.99,1866.57,16.72,0.0,1777.92,4,1,1,1.0
2025-03-22 07:45:26.079118,PAYMENT,813.74,1261.33,447.59,1712.45,2526.19,0,0,0,0.0
2025-03-10 17:45:26.079120,PAYMENT,3865.5,101.73,1.33,0.0,2778.48,7,1,1,1.0
2025-03-15 04:45:26.079123,DEBIT,513.27,4341.66,3828.39,377.02,890.29,0,0,0,0.0
2025-03-15 18:45:26.079125,CASH_IN,781.23,2045.59,1264.36,2555.08,3336.31,0,0,0,0.0
2025-03-02 00:45:26.079127,PAYMENT,417.22,4355.15,3937.93,994.29,1411.51,1,0,1,0.0
2025-03-19 04:45:26.079129,TRANSFER,282.65,324.79,42.14,462.38,745.03,0,0,0,0.0
2025-03-06 03:45:26.079131,CASH_OUT,857.03,1308.96,451.93,531.39,1388.42,0,0,0,0.0
2025-03-21 10:45:26.079133,PAYMENT,595.26,2003.12,1407.86,1433.24,2028.5,0,0,0,0.0
2025-03-02 01:45:26.079135,CASH_OUT,294.78,4171.24,3876.46,1601.78,1896.56,0,0,0,0.0
2025-03-19 01:45:26.079137,DEBIT,374.68,4344.55,3969.87,1482.27,1856.95,0,0,0,0.0
2025-03-22 06:45:26.079140,CASH_OUT,279.07,1221.4,942.33,2744.37,3023.44,0,0,0,0.0
2025-03-19 15:45:26.079142,CASH_OUT,1106.65,778.16,-328.49,1574.49,2681.14,2,0,1,0.0
2025-03-13 20:45:26.079144,PAYMENT,3056.84,1864.45,25.84,0.0,1304.74,6,1,1,1.0
2025-03-08 02:45:26.079146,CASH_OUT,547.33,3673.1,3125.77,1115.42,1662.75,2,1,0,0.0
2025-03-12 21:45:26.079148,CASH_OUT,2611.58,2076.31,31.15,0.0,3514.2,5,1,1,1.0
2025-02-27 22:45:26.079150,PAYMENT,135.39,2349.94,2214.55,155.31,290.7,1,0,0,0.0
2025-03-10 15:45:26.079152,PAYMENT,828.96,3659.19,2830.23,1690.82,2519.78,3,0,0,0.0
2025-03-13 00:45:26.079154,PAYMENT,317.65,3417.23,3099.58,1746.07,2063.72,0,0,0,0.0
2025-03-06 03:45:26.079156,PAYMENT,1049.0,3475.21,2426.21,2727.4,3776.4,0,0,0,0.0
2025-03-21 07:45:26.079158,PAYMENT,406.2,2933.06,2526.86,1634.03,2040.23,0,0,0,0.0
2025-03-21 06:45:26.079160,TRANSFER,811.29,4028.14,3216.85,352.11,1163.4,0,1,0,0.0
2025-02-25 19:45:26.079162,CASH_OUT,1241.47,177.43,18.07,0.0,1979.65,9,1,1,1.0
2025-03-07 01:45:26.079165,CASH_IN,147.46,5373.89,5226.43,2363.19,2510.65,0,0,0,0.0
